en	meaning_en	fr_translation	fr_gender	de_translation	de_gender	es_translation	es_gender	it_translation	it_gender	pt_translation	pt_gender	ru_translation	ru_gender	ar_translation	ar_gender	hi_translation	hi_gender
jelly	A soft, sweet food made from fruit juice and gelatin.																
jellyfish	Marine animal with transparent body and stinging tentacles.																
jerk	A sudden sharp movement; an unpleasant person.																
jesus	Central figure of Christianity; Son of God; religious leader.																
jewel	A precious stone or an object made with precious stones.																
jewelry	Decorative worn objects; rings, necklaces, bracelets.																
job	Work; employment; task; position.																
jock	An athlete, one who participates in team sports.																
jogging	The activity of running at a steady, gentle pace as a form of exercise.																
john	A common male first name; informal term for toilet; a customer of a prostitute.																
jot	A very small amount; to write something quickly or briefly.																
journal	Diary; magazine; record; publication.																
journalism	The profession of writing for newspapers and news media.																
journalist	Person writing news stories for newspapers and broadcasts.																
journey	Trip; travel; voyage; passage.																
joy	Happiness; delight; pleasure; bliss.																
judge	Court official; arbiter; evaluator; decision maker.																
judgement	The ability to make decisions; a court decision; an opinion.																
judgment	Decision; opinion; assessment; verdict.																
judiciary	The system of courts and judges; judicial branch of government.																
jug	Container with handle and spout for liquids; prison slang.																
juice	Fruit liquid; drink; essence; power.																
july	The seventh month of the year in the Gregorian calendar, having 31 days.																
jump	Leap; spring; bound; sudden increase.																
jumper	A knitted garment for upper body; a person who jumps.																
junction	A place where roads, railway lines, or other routes meet.																
june	The sixth month of the year in the Gregorian calendar, having 30 days.																
jungle	A tropical forest with dense vegetation; a competitive environment.																
junior	Lower in rank, age, or position.																
jupiter	The largest planet in our solar system; the king of the Roman gods.																
jurisdiction	The official power to make legal decisions and judgments.																
juror	A member of a jury who helps decide court cases based on evidence presented.																
jury	Court panel; judges; evaluators; decision group.																
justice	Fairness; law; righteousness; judge.																
key	Opener; answer; important; musical note.																
kick	Strike with foot; thrill; power; force.																
kid	Child; young person; joke; tease.																
kill	Murder; destroy; end; elimination.																
kind	Type; sort; variety; category.																
king	Monarch; ruler; sovereign; chief.																
kitchen	Cooking room; food preparation; culinary space.																
knee	Leg joint; bend; kneeling position.																
knife	Cutting tool; blade; weapon; utensil.																
labor	Work; effort; workers; childbirth.																
lack	Absence; shortage; deficiency; want.																
lady	Woman; female; gentlewoman; title.																
lake	Body of water; pond; reservoir; lagoon.																
land	Ground; territory; country; property.																
lane	A narrow road; a marked section for vehicles or swimmers.																
language	Speech; communication; tongue; words.																
lap	Thigh area; circuit; stage; overlap.																
lash	A hair growing from the edge of an eyelid.																
last	End; final part; final; most recent.																
latest	News; newest version; most recent; newest.																
latin	The ancient language of Rome.																
latitude	The angular distance north or south from the equator.																
laugh	Laughter; amusement; chuckle; humor.																
launch	To start something; to send a rocket; to begin a new product.																
laundry	Clothes to be washed; the process of washing clothes.																
laurel	An aromatic evergreen tree or shrub with glossy leaves.																
lavender	A fragrant purple flowering plant; a pale purple color.																
law	Rule; regulation; legal system; statute.																
lawsuit	A legal action or case brought to court for resolution.																
lawyer	Attorney; legal counsel; advocate; barrister.																
layoff	Dismissal of employees due to economic reasons.																
layout	The arrangement or design of elements in space.																
lead	Guidance; metal; leadership; advantage.																
leader	Guide; chief; manager; commander.																
leadership	Guidance; management; direction; command.																
leaf	Plant part; foliage; page; sheet.																
leak	An unintended hole allowing liquid to escape.																
lean	Having little fat; thin; to incline from vertical position.																
lease	A rental contract for property use; to rent out property.																
leather	Animal skin material; hide; tough material.																
leave	Permission to be absent from work or duty.																
lecture	An educational talk given to students.																
ledge	A narrow horizontal shelf or projection from a wall or cliff.																
left	Side; direction; hand; on the left side.																
leftover	Food remaining after a meal.																
leg	Limb; support; journey part; stage.																
legality	The state of being in accordance with the law.																
legalization	Process of making illegal things legal; official authorization.																
legend	A traditional story; a very famous person; map symbols.																
legion	A large military unit in ancient Rome.																
legislation	Laws collectively or the process of making laws.																
leisure	Free time when one is not working or occupied.																
lemon	A yellow citrus fruit with sour juice.																
lemonade	A sweet drink made from lemon juice, water, and sugar.																
length	Distance; duration; measurement from end to end.																
leopard	Large spotted wild cat from Africa and Asia; dangerous predator.																
lesson	Teaching; class; instruction; experience.																
letter	Alphabet character; mail; message; correspondence.																
lettuce	A leafy green vegetable used in salads.																
level	Height; degree; standard; floor.																
liability	Legal responsibility; something causing problems; being liable.																
liaison	Communication between groups; a close relationship; a connecting person.																
liar	A person who tells lies; someone who deliberately says things that are not true.																
liberalization	The process of making laws less strict; removing restrictions.																
library	Book collection; reading room; repository.																
license	Permit; authorization; freedom; certificate.																
lie	Falsehood; untruth; deception; position.																
life	Life; existence; living; vitality.																
lift	Elevation; boost; ride; assistance.																
light	Light; illumination; brightness; lamp.																
limit	Boundary; restriction; maximum; constraint.																
line	Row; boundary; rope; connection.																
link	Connection; relationship; bond; chain part.																
list	Catalog; inventory; enumeration; record.																
literature	Written works; books; writings; texts.																
loan	Borrowed money; credit; lending; advance.																
location	Place; position; site; spot.																
lock	Fastener; security device; hair curl; blockage.																
london	The capital city of England and the United Kingdom.																
longevity	Long life or the length of life.																
look	Appearance; glance; expression; to see; observe.																
lookout	A person who watches for danger.																
loom	A machine for weaving fabric.																
loophole	A gap or ambiguity in a law or rule that allows evasion.																
lord	A man of high rank or authority.																
loser	A person or thing that loses or fails.																
loss	Losing; defeat; damage; bereavement.																
lot	Much; many; portion; fate.																
lottery	A game of chance where people buy tickets to win prizes.																
lotus	A large water lily with symbolic meaning in many cultures.																
lounge	A sitting room with comfortable chairs.																
love	Affection; romance; care; passion.																
lover	A person who loves someone romantically.																
low	Lowness; low position; bottom; depression.																
loyalty	The quality of being faithful and devoted.																
luck	Fortune; chance; fate; good fortune.																
luggage	Suitcases and bags containing personal belongings for travel.																
lull	A temporary period of quiet or reduced activity.																
lumber	Wood that has been processed for construction.																
lump	A compact mass of matter.																
lunch	Midday meal; noon food; dinner.																
lunchtime	The time of day when lunch is eaten.																
lung	Either of the two organs in the chest that allow breathing.																
lure	Something that attracts or tempts.																
luxury	Expensive and comfortable living.																
lynx	A medium-sized wild cat with tufted ears and a short tail.																
lyric	The words of a song; expressing personal emotions.																
machine	Device; apparatus; equipment; mechanism.																
macroeconomics	Economics dealing with large-scale factors; entire economies.																
mad	Mentally ill or insane; very angry; extremely enthusiastic; affected by rabies.																
madam	A polite form of address for a woman.																
madness	The state of being mad or mentally ill.																
magazine	Periodical; publication; journal; storage.																
magic	Sorcery; illusion; enchantment; wonder.																
magician	A person who performs magic tricks for entertainment.																
magistrate	A civil officer with limited judicial authority.																
magnesium	Light metal element burning with bright white flame; supplement.																
magnet	An object that attracts iron and other metals.																
magnetism	The force that attracts magnetic materials.																
magnolia	A tree or shrub with large, fragrant flowers.																
maid	A female domestic servant.																
mail	Post; letters; correspondence; armor.																
main	The most important; chief or principal; a principal pipe or cable; the open sea.																
mainstream	The dominant trend in opinion, fashion, or culture.																
majesty	Impressive dignity or grandeur.																
major	Important; main; significant; adult.																
majority	Most; greater part; bulk; adulthood.																
mall	Shopping center; marketplace; promenade.																
man	Man; adult male; person; human.																
management	Administration; control; handling; direction.																
manager	Supervisor; administrator; boss; director.																
manner	Way; method; style; behavior.																
map	Chart; diagram; plan; representation.																
march	Walking; parade; progress; third month.																
mark	Sign; grade; target; symbol.																
market	Marketplace; commerce; demand; trading.																
marriage	Wedding; union; matrimony; partnership.																
match	Competition; equal; pair; fire starter.																
material	Substance; fabric; matter; information.																
matter	Substance; issue; topic; importance.																
may	The fifth month of the year.																
mayor	The elected head of a city or town government.																
maze	A complex network of paths designed to confuse.																
meadow	A piece of grassland used for hay or grazing; a field of grass and wildflowers.																
meal	Food; dining; repast; nourishment.																
meaning	Significance; sense; purpose; definition.																
means	Method; way; resources; income.																
meantime	The period of time between two events; meanwhile; the intervening time.																
measure	Measurement; action; extent; standard.																
measurement	The action of measuring something.																
meat	Flesh; animal protein; substance; essence.																
mechanics	The branch of physics dealing with motion and forces.																
medal	A piece of metal awarded as a prize.																
